NudgeType,n,fixed_M,fixed_SD,common_M,new_M,new_SD
0,48,0.4375,0.711792762094567,0.3333333333333333,0.2916666666666667,0.5441500627401801
1,49,0.7142857142857143,0.9354143466934853,0.46938775510204084,0.3877551020408163,0.5706840387717563
