NudgeType,n,FollowCount_M,FollowCount_SD,Motivation_M,dRisk_M,dSE_M,dTrust_M,dBI_M
0,48,2.541666666666667,0.8741764107793806,4.125,0.015277777777777786,0.02083333333333336,-0.046875,-0.13888888888888898
1,49,2.816326530612245,0.634871029808256,4.0476190476190474,-0.046938775510204075,0.020408163265306235,0.1887755102040816,-0.09523809523809516
